Site Name,Cat_No,Trench,X coordinate,Y coordinate,Quantity,Activity category,act_cat,Material,Material detail original,Type,Sub-type,Description,Inventory number,Date,Period original,Period,Camp,Building,Gender ,Gender code,Height (cm),Length (cm),Rim diam. (cm),Base diam. (cm),Wall diam. (cm),Diam. (cm),Width (cm),Max. dim. (cm),Weight (g),Surface,Fragment section,Hardness,Fabric,Colour,Published illustration,Published references
Vetera,B0082,1114,1573.5,-2.97461,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.1, Aucissa",Bent; head plate with 'pine-tree' pattern; bronze hinge pin and one bronze hinge head preserved; bow with raised central rib; foot with damaged pin holder and attached end knob; pin end broken. ,33738,,Augustan-Claudian,Aug_Clau,,V,male,Ma,2.4,ca. 5,,,,,2.2 preserved ,,,,,,,,Pl. 33,
Vetera,B0083,1118,1668.5,-89.22461,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.1, Aucissa",Bent; head plate with slanting profile and bronze hinge pin; bow with raised central rib; foot with attached end knob; pin and pin holder missing.,33719,,Augustan-Claudian,Aug_Clau,,T,male,Ma,2.2,4.6,,,,,1.4 preserved,,,,,,,,Pl. 33,
Vetera,B0084,362,254.66675,568.94189,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.2, Aucissa",Head plate with side indentations; remains of iron hinge pin; wide bow with band-shaped section and decorated central rib with zig-zag pattern; pin holder with attached end knob; pin missing.,23824,,Augustan-Claudian,Aug_Clau,,B,male,Ma,2,4.6,,,,,1.3 preserved,,,,,,,,Pl. 33,
Vetera,B0085,374,273.3335,535.6084,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.2, Aucissa",Head plate with iron hinge pin; bow with band-shaped section and decorated central rib; pin holder and end knob moulded as one piece. ,23531a,,Augustan,Augustan,,B,male,Ma,2.5,6.4,,,,,1.3 preserved,,,,,,,,Pl. 33,
Vetera,B0086,379,229.3335,471.94189,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.3, Aucissa",Badly corroded; head plate with bronze(?) hinge pin; bow with channel; foot with pin holder missing; pin end broken.,24091,,Neronian?,NeronZ,Neronian?,B,male,Ma,2.3,4.1 preserved,,,,,1.6 preserved,,,,,,,,Pl. 33,
Vetera,B0087,475,59,46.2749,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.3, Aucissa","Decorated head plate with remains of iron(?) hinge pin; bow with channel, broken; foot with pin holder and pin missing.",26012i,,Augustan-Claudian,Aug_Clau,Neronian,via principalis west,male,Ma,,2.2 preserved,,,,,1.3 preserved,,,,,,,,Pl. 33,
Vetera,B0088,1501,-320.5,153.6084,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.3, Aucissa",Head plate with side indentations and iron hinge pin; bow with channel; pin holder with attached end knob; pin broken.,28853,,Augustan-Claudian,Aug_Clau,,a,male,Ma,2.3,5.3,,,,,2.1,,,,,,,,Pl. 34,
Vetera,B0089,64,-420.76367,1319.05811,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.4, Aucissa",Damaged head plate of slanting profile with side indentations; bow of D-shaped section with faintly discernible longitudinal grooves; pin holder badly damaged; pin and foot knob missing. ,19278,,Augustan-Claudian,Aug_Clau,,NW Area,male,Ma,1.9,3.9,,,,,1.3,,,,,,,,Pl. 34,
Vetera,B0090,145,1906.54785,-66.10254,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.4, Aucissa",Head plate of slanting profile with side indentations; remains of iron(?) hinge pin; bow of rounded section; foot with attached end knob; pin holder damaged; pin missing.,21073b,,Claudian-Neronian?,Clau_NerZ,Claudian-Neronian?,east gateway,male,Ma,2.4,4.8,,,,,1.1,,,,,,,,Pl. 34,
Vetera,B0091,212,2042.5,34.02539,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.4, Aucissa",Head plate missing' bow with D-shaped section and decorated groove; foot with attached end knob and perforated pin holder; pin missing. ,21712a,,Augustan,Augustan,,Fortline C,male,Ma,3.1,5 preserved,,,,,,,,,,,,,Pl. 34,
Vetera,B0092,212,2042.5,34.02539,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.4, Aucissa",Damaged head plate with slanting profile and side indentations(?); bow with D-shaped section; foot with attached end knob; pin missing,21723,,Augustan-Claudian,Aug_Clau,,Fortline C,male,Ma,2.5,5.7,,,,,1.7,,,,,,,,Pl. 34,
Vetera,B0093,229,2981,657.27539,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.4, Aucissa","Damaged head plate with slanting profile, side indentations; bow with D-shaped section; foot with end knob; pin holder and pin missing. ",21670,,Augustan-Claudian,Aug_Clau,A-C [?],Fortline C,male,Ma,,2.9 preserved,,,,,1.9  .,,,,,,,,Pl. 34,
Vetera,B0094,251,1040.76387,210.8475,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.4, Aucissa",Head plate of slanting profile with side indentations and iron hinge pin; bow of rounded section; foot with attached end knob; pin and pin holder missing.,21657b,,Augustan-Claudian,Aug_Clau,,P,male,Ma,2.4,5.8,,,,,1.2,,,,,,,,Pl. 34,
Vetera,B0095,307,631.33496,19.91113,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.4, Aucissa",Head plate with slanting profile and iron(?) hinge pin; bow of full D-shaped section; foot with attached end knob; pin missing. ,22974,,Augustan-Claudian,Aug_Clau,,A,male,Ma,2.5,5,,,,,1.9,,,,,,,,Pl. 34,
Vetera,B0096,370,327.00024,80.2749,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.4, Aucissa",Head plate and pin missing; bow with D-shaped section and wave decoration in longitudinal groove; foot with end knob; pin holder missing.,23480,,Augustan-Claudian,Aug_Clau,,A,male,Ma,c. 2.7,5.8 preserved,,,,,,,,,,,,,Pl. 34,
Vetera,B0097,373,263.66675,223.1499,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.4, Aucissa",Head plate with slanting profile and side indentations; bow of rounded section with remains of longitudinal decorated groove; pin holder with attached end knob; pin missing.,23663,,Augustan-Claudian,Aug_Clau,,A,male,Ma,2.9,5.5,,,,,1.8,,,,,,,,Pl. 34,
Vetera,B0098,381,368.3335,145.94141,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.4, Aucissa",Small head plate with iron hinge pin and one bronze hinge head remaining; bow of D-shaped section; pin holder with attached end knob; beginning of pin preserved.,23496,,Augustan,Augustan,,A,male,Ma,2,5.4,,,,,1.9 preserved,,,,,,,,Pl. 34,
Vetera,B0099,681,245.40186,855.97705,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.4, Aucissa",Damaged head plate; bow of D-shaped section with decorated central groove; damaged pin holder with attached end knob; pin missing.,31691,,Augustan-Claudian,Aug_Clau,,G,male,Ma,2.4,5.2,,,,,1.2 preserved,,,,,,,,Pl. 34,
Vetera,B0100,727,245.55811,911.41016,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.4, Aucissa",Head plate with slanting profile and iron hinge pin; bow with D-shaped section and decorated central groove; pin holder with attached end knob; pin end broken. ,31630,,Augustan-Claudian,Aug_Clau,,G,male,Ma,2.5,5.3,,,,,1.7 preserved,,,,,,,,Pl. 35,
Vetera,B0101,868,769.5,357.94189,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.4, Aucissa",Damaged head plate; bow with rounded section and groove along length; damaged pin holder with attached end knob; pin missing.,32818,,Augustan-Claudian,Aug_Clau,,P,male,Ma,2.5,4.6,,,,,1.2 preserved,,,,,,,,Pl. 35,
Vetera,B0102,884,1010,205.94141,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.4, Aucissa",Wide head plate with iron hinge pin; bow of oval section with faint groove along length; eyelet in upper part of bow; foot with pin holder and end knob missing; remains of pin.,33517,,Augustan-Claudian,Aug_Clau,,P,male,Ma,2.6 preserved,3.4 preserved,,,,,2,,,,,,,,Pl. 35,
Vetera,B0103,954,1104.75,-130.72461,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.4, Aucissa",Corroded head plate with slanting profile;  bow with D-shaped section; pin holder with attached end knob; pin missing.,33084,,Augustan-Claudian,Aug_Clau,K,F,male,Ma,3.2,5.8,,,,,1 preserved,,,,,,,,Pl. 35,
Vetera,B0104,1142,1739.75,-115.72461,1,dress,D,Copper alloy,,Brooches,"Riha 5.2.4, Aucissa",Damaged head plate with iron hinge pin and bronze hinge heads; bow of  D-shaped section; foot knob and pin holder missing; pin broken. ,33971,,Augustan-Claudian,Aug_Clau,,U,male,Ma,2.5,4.2 preserved,,,,,2,,,,,,,,Pl. 35,
Vetera,B0105,278,529.0835,-93.97461,1,dress,D,Copper alloy,,Brooches,"Riha 5.3, Aucissa",Head plate damaged; bow with channel and four appendiges on each side; foot with pin holder and pin missing.,22536g,2nd half 1st cent,Neronian,Neronian,Neronian,central market area (C),male?/female?,ZMa_Fe,,2.4 preserved,,,,,1.3 preserved,,,,,,,,Pl. 35,
Vetera,B0106,278,529.0835,-93.97461,1,dress,D,Copper alloy,,Brooches,"Riha 5.3, Aucissa",Small head plate; bow with channel and five appendages on each side; pin holder damaged; pin missing.,22536h,2nd half 1st cent,Neronian,Neronian,Neronian,central market area (C),male?/female?,ZMa_Fe,,3.1 preserved,,,,, 0.7 preserved,,,,,,,,Pl. 35,
Vetera,B0107,375,360.66675,243.60791,1,dress,D,Copper alloy,,Brooches,"Riha 5.4, Aucissafibel","Head plate with iron hinge pin and one bronze hinge head preserved; two-part bow with four lateral iron pins, their ends projecting; foot with pin holder and pin missing.",24121,,Augustan-Claudian,Aug_Clau,,A,male,Ma,2.1,4.5 preserved,,,,,1.6 preserved,,,,,,,,Pl. 35,
Vetera,B0108,475,59,46.2749,1,dress,D,Copper alloy,,Brooches,"Riha 5.7.3, 'Scharnierflügelfibel'","Head plate wtih iron hinge pin; wide bow with T-shaped section, damaged side appendiges, and 3 parallel longitudinal fillets with remains of inlay; two latitudinal fillets between bow and foot; foot with pin holder damaged; pin missing.",26012f,,Claudian?,ClaudZ,Neronian,via principalis west,male?/female?,ZMa_Fe,1.6,6.2,,,,,2 preserved,,,,,,,,Pl. 35,
Vetera,B0109,136,376.40576,-1623.49072,1,dress,D,Copper alloy,,Brooches,"Riha 5.7.10, 'Flügelfibel'","Damaged; perforated bow composed of 4 notched fillets, with 2 side appendiges; foot broken, pin missing.",20235a,,,,Neronian,Neronian Fortifications,male?/female?,ZMa_Fe,,3 preserved,,,,,2.4 preserved,,,,,,,,Pl. 35,
Vetera,B0110,1217,-813.5,-98.22461,1,dress,D,Copper alloy,,Belt attachments,"Riha 7.4.2, 'Scharnierfibel'","Cross-shaped, perforated plate; pin holder badly damaged; pin missing.",34427,,Augustan?,AugZ,,Z,female,Fe,0.6,2.1,,,,,2.1,,,,,,,,Pl. 35,
Vetera,B0111,524,-176.25,567.52539,1,dress,D,Copper alloy,,Brooches,"Riha 8.1.2, 'Omegafibel'",Bow with rounded section; one end knob broken; pin end broken.,30949,,Augustan?,AugZ,,H,male,Ma,,3.3,,,,,2.9,0.3,,,,,,,Pl. 35,
Vetera,B0112,58,487.71924,2398.22705,1,dress,D,Copper alloy,,Brooches,,,19366,,,,,north gateway,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0113,153,2925.50439,-667.14014,1,dress,D,Copper alloy,,Brooches,,Fragment ,21131,,,,,Fortline G,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0114,928,703.5,-35.72461,1,dress,D,Copper alloy,,Brooches,Spiralfibel',Very fragmentary; only 3 spirals preserved. ,33102,,,,,via principalis east,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0115,598,-19.25,782.77539,1,dress,D,Copper alloy,,Belt hooks,,Central section with three holes; rod-like grooved hook.,31676,,Late Latène/Augustan ,LLat_Aug,,M,female?,ZFe,,6.9,,,,,2.1,0.8,,,,,,,Pl. 35,
Vetera,B0116 ,3,391.70972,2471.73462,1,combat equipment,E,Copper alloy,,Javelins,,Remains of a lance bucket(?),18207,,,,,north gateway,male,Ma,,2.8 preserved,,,,,,,,,,,,,,
Vetera,B0117,64,-420.76367,1319.05811,1,combat equipment,E,Copper alloy,,Javelins,,Octagonal lance bucket with rivet.,19465,,,,,NW Area,male,Ma,,6.4,,,,,1.7 x 1.7 ,,,,,,,,Pl. 36,
Vetera,B0118,155,2394.00098,-918.7373,1,combat equipment,E,Copper alloy,,Javelins,,Lance bucket with rounded section and eye for rivet. ,21157,,,,,Fortline G,male,Ma,,8.1,,,,1.9,,,,,,,,,Pl. 36,
Vetera,B0119,1028,731.5,-172.97461,1,combat equipment,E,Copper alloy,,Javelins,,Lance bucket with rectangular section; remains of wooden shaft.,33495,,,,,F,male,Ma,,5.3,,,,,1.5 x 1.4 ,,,,,,,,,
Vetera,B0120,1147,1467.25,146.52539,1,combat equipment,E,Copper alloy,,Javelins,,Octagonal lance bucket with rivet. ,33749,,,,,W,male,Ma,,5,,,,,1.7 x 1.5 ,,,,,,,,,
Vetera,B0121,1431,-387.25,118.02539,1,combat equipment,E,Copper alloy,,Javelins,,Lance bucket with rectangular section.,34126,,,,,a,male,Ma,,4.8,,,,,1.5 x 1.3 ,,,,,,,,,
Vetera,B0122,391,352.66675,291.94141,1,combat equipment,E,Copper alloy,,Swords and sheaths,,Sheeting from mouth of sword scabbard with embossed ornamental decoration and white metal overlay; remains of graffiti on back: 'M V[- --]A ?'; further vertical scratches above . ,24000,,Augustan,Augustan,,A,male,Ma,,6.3,,,,,8,,,,,,,,Pl. 7,
Vetera,B0123,389,195,187.1499,1,combat equipment,E,Copper alloy,,Swords and sheaths,,An chape-end-knob from a Gladius scabbard,21600,,,,,A,male,Ma,,2,,,,1.3,,,,,,,,,Pl. 36,
Vetera,B0124,388,338.66699,6.13721,1,combat equipment,E,Copper alloy,,Swords and sheaths,,Fragment of a Gladius scabbard-chape with edge reinforcing and end knob.,24046,,,,,A,male,Ma,,6,,,,,,,,,,,,,Pl. 8,
Vetera,B0125,928,703.5,-35.72461,1,combat equipment,E,Copper alloy,,Swords and sheaths,,Corroded scabbard-chape knob.,33539,,,,,via principalis east,male,Ma,,33 preserved,,,,,2.1 preserved,,,,,,,,Pl. 36,
Vetera,B0126,1090,1640.75,-23.72461,1,combat equipment,E,Copper alloy,,Swords and sheaths,,Hollow scabbard-chape end knob.,33914,,,,,via principalis east,male,Ma,,2.4,,,,2.2,,,,,,,,,,
Vetera,B0127,1114,1573.5,-2.97461,1,combat equipment,E,Copper alloy,,Swords and sheaths,,Hollow scabbard-chape end knob.,33729,,,,,V,male,Ma,,2.8,,,,2.3,,,,,,,,,Pl. 36,
Vetera,B0128,1204.1,-994.4367,-78.01349,1,combat equipment,E,Copper alloy,,Swords and sheaths,,Iron scabbard-chape end knob with remains of edge reinforcing,34449,,,,,Z,male,Ma,,10,,,,,,,,,,,,,,
Vetera,B0129,497,-269.60034,155.27539,1,combat dress,DE,Copper alloy,,Helmets,,"Right cheek-piece from a helmet, overlaid with white metal.",26011h,,,,A-C,a,male,Ma,15,,,,,,11.5,,,,,,,,Pl. 7,
Vetera,B0130,1090,1640.75,-23.72461,1,combat dress,DE,Copper alloy,,Helmets,,Left face guard of a gladiator's helmet with animal fighting scene; leopard striking an antelope; white metal overlay.,33774,,,,,via principalis east,male,Ma,19.2,,,,,,18.3,,,,,,,,Pl. 8,
Vetera,B0131,1005,1125.66016,-71.7207,1,combat dress,DE,Copper alloy,,Helmets,,Frontal arch of a helmet,33485,,,,,via principalis east,male,Ma,,,,,,,20.3,,,,,,,,Pl. 36,
Vetera,B0132,373,263.66675,223.1499,1,combat dress,DE,Copper alloy,,Helmets,,Fragment of a plume holder from a helmet.,23534,,,,,A,male,Ma,,6.3,,,,, 2 preserved ,,,,,,,,Pl. 36,
Vetera,B0133,950,1184.75,130.52539,1,combat dress,DE,Copper alloy,,Helmets,,Fragment of a conical plume holder from a helmet with vertical slot and two rivet holes.,33111,,,,,S,male,Ma,,2.7,,,,2.1,,,,,,,,,Pl. 36,
Vetera,B0134,3,391.70972,2471.73462,1,combat dress,DE,Copper alloy,,"Armour, hinges",,Hinge fragment from 'lorica segmentata' armour with two rivet holes,18207,,,,,north gateway,male,Ma,,3.5 preserved,,,,,1.6,,,,,,,,Pl. 36,
Vetera,B0135,332,461.91772,536.60864,1,combat dress,DE,Copper alloy,,"Armour, hinges",,Two-sided hinged from 'lorica segmentata' armour.,22670,,,,,B,male,Ma,,4.7,,,,,1.8,,,,,,,,Pl. 36,
Vetera,B0136,369,356.66699,104.60791,1,combat dress,DE,Copper alloy,,"Armour, hinges",,Fragment of a hinge plate from  'lorica segmentata' armour.,23614,,,,,A,male,Ma,,5.2,,,,,1.4,,,,,,,,,
Vetera,B0137,372,296.00024,234.4834,1,combat dress,DE,Copper alloy,,"Armour, hinges",,Fragment of a two-sided hinge,23585,,,,,A,male,Ma,,2.8 preserved,,,,,1.6,,,,,,,,,
Vetera,B0138,890,1207.75,104.27539,1,combat dress,DE,Copper alloy,,"Armour, hinges",,Rectangular hinge plate from  'lorica segmentata' armour.,33455,,,,,S,male,Ma,,4.3,,,,,1.3,,,,,,,,,
Vetera,B0139,1199,-681.79468,-242.17334,1,combat dress,DE,Copper alloy,,"Armour, hinges",,"Hinge plate of  'lorica segmentata' armour, with 2 rivets",33979,,,,,Z,male,Ma,,2.3,,,,,1.4,,,,,,,,,
Vetera,B0140,549,-376.45264,787.08911,2,combat dress,DE,Copper alloy,,"Armour, hinges",,"Two rectangular hinge plates, each with three rivet holes.",30978,,,,,K,male,Ma,,4.4 (4 preserved ) ,,,,,"1.7, 1.7 ",,,,,,,,Pl. 36,
Vetera,B0141,921,861.91406,-95.05713,1,combat dress,DE,Copper alloy,,"Armour, hinges",,"Hinge fragment, with three rivets from 'lorica segmentata' armour,",33475,,,,Neronian?,via principalis east (F),male,Ma,,4.3 preserved  ,,,,,3.1,,,,,,,,,
Vetera,B0142,366,279.3335,390.94189,1,combat dress,DE,Copper alloy,,"Armour, hinges",,Hinge with 5 rivets; fragment from iron  'lorica segmentata' armour segments.,23692,,,,,via principalis west (a-b),male,Ma,,6.7,,,,,5,,,,,,,,Pl. 7,
Vetera,B0143,369,356.66699,104.60791,1,combat dress,DE,Copper alloy,,"Armour, hinges",,Hinge fragment from  'lorica segmentata' armour.,23613,,,,,A,male,Ma,,1 preserved ,,,,,2.9,,,,,,,,,
Vetera,B0144,364,275.01912,484.62695,1,combat dress,DE,Copper alloy,,"Armour, hinges",,Fitting from  'lorica segmentata' armour. ,23671,,,,,B,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0145,54,-801.80176,1397.06616,1,combat dress,DE,Copper alloy,,"Armour, buckles",,Strap buckle with 2 eyelets and triangular section,19497,,,,,Neronian Fortifications,male,Ma,,2.5,,,,,2.4,,,,,,,,,
Vetera,B0146,140,1916.78613,-1522.51416,1,combat dress,DE,Copper alloy,,"Armour, buckles",,"Two-side buckle fragment, with 3 rivets, from  'lorica segmentata' armour.",20295d,,,,,Neronian Fortifications,male,Ma,,5 preserved  ,,,,,1.7,,,,,,,,Pl. 36,
Vetera,B0147,253,562.66748,70.94141,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Buckles,,Bow of a strap hinge from 'lorica segmentata' armour.,21442a,,,,,A,male?,ZMa,,,,,,,1.9,0.2,,,,,,,Pl. 36,
Vetera,B0148,362,254.66675,568.94189,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Buckles,,Bow of a strap hinge,23828,,,,,B,male?,ZMa,,2.9,,,,,2.2,,,,,,,,,
Vetera,B0149,372,296.00024,234.4834,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Buckles,,Bow of a strap hinge from 'lorica segmentata' armour.,23585,,,,,A,male?,ZMa,,1.7,,,,,1.8,,,,,,,,,
Vetera,B0150,390,305.66675,724.94434,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Hinges,,Fragment of a hinge fitting,24056,,,,,G,male?,ZMa,,2,,,,,1.9,,,,,,,,Pl. 36,
Vetera,B0151,1217,-813.5,-98.22461,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Buckles,,Fragment from a strap buckle,34426,,,,,Z,male?,ZMa,,2.1 preserved  ,,,,,1.9,,,,,,,,,
Vetera,B0152,604,117.73828,783.5083,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Buckles,,Buckle fragment from 'lorica segmentata' armour.,31693,,,,,M,male?,ZMa,,,,,,,,,,,,,,,,
Vetera,B0153,776,641.67041,939.80542,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Buckles,,Fragment from a buckle. ,32776,,,,,G,male?,ZMa,,,,,,,,,,,,,,,,
Vetera,B0154,776,641.67041,939.80542,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Buckles,,Fragment from a buckle. ,32777,,,,,G,male?,ZMa,,,,,,,,,,,,,,,,
Vetera,B0155,212,2042.5,34.02539,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Buckles,,Bow of a strap buckle from 'lorica segmentata' armour.,21573,,,,A-C [?],Fortline C,male?,ZMa,,,,,,,3.1,0.2,,,,,,,Pl. 36,
Vetera,B0156,253,562.66748,70.94141,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Buckles,,Bow of a strap buckle from 'lorica segmentata' armour. ,21518d,,,,,A,male?,ZMa,,,,,,,3.2,0.2,,,,,,,,
Vetera,B0157,372,296.00024,234.4834,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Buckles,,Bow of a strap buckle from 'lorica segmentata' armour.,23192,,,,,A,male?,ZMa,,3.7,,,,,3.8,,,,,,,,,
Vetera,B0158,372,296.00024,234.4834,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Buckles,,Bow of a strap buckle from 'lorica segmentata' armour.,23582,,,,,A,male?,ZMa,,3,,,,,3.9,,,,,,,,,
Vetera,B0159,25,-986.32324,1650.59326,1,combat dress,DE,Copper alloy,,"Armour, hooks",,Hook from 'lorica segmentata' armour(?).,18916,,,,,Neronian Fortifications,male,Ma,,2.5,,,,,1.5,,,,,,,,,
Vetera,B0160,362,254.66675,568.94189,1,combat dress,DE,Copper alloy,,"Armour, hooks",,"Hook from 'lorica segmentata' armour, with one rivet.",23827,,,,,B,male,Ma,,3.4,,,,,1.3,,,,,,,,,
Vetera,B0161,1,-346.46875,1666.15527,1,combat dress,DE,Copper alloy,,Belt fittings,,"Fragment from a belt clasp, with ends of the bow rolled in and side appendiges on the crossbar. ",18213,,,,,NW area,male,Ma,,4.1,,,,,3.2,,,,,,,,Pl. 37,
Vetera,B0162,52,274.69727,2723.76074,1,combat dress,DE,Copper alloy,,Belt fittings,,"Fragment from a belt clasp, with ends of the bow rolled in and side appendiges on the crossbar. ",19420,,,,,Neronian Fortifications,male,Ma,,4.3,,,,,4.2,,,,,,,,Pl. 37,
Vetera,B0163,253,562.66748,70.94141,1,combat dress,DE,Copper alloy,,Belt fittings,,Ring from clasp (destroyed during conservation). ,21518e,,,,,A,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0164,346,498.75,1004.02539,1,combat dress,DE,Copper alloy,,Belt fittings,,"Belt clasp, with ends of the bow rolled in ",22634,,,,,G,male,Ma,,4,,,,,3.5,,,,,,,,Pl. 37,
Vetera,B0165,308,,,1,combat dress,DE,Copper alloy,,Belt fittings,,Clasp fragment,22984,,,,,308,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0166,340,467.91797,454.94189,1,combat dress,DE,Copper alloy,,Belt fittings,,Fragment of a buckle bow,23278,,,,,B,male,Ma,,2.8 preserved ,,,,,4.4,,,,,,,,,
Vetera,B0167,928,703.5,-35.72461,1,combat dress,DE,Copper alloy,,Belt fittings,,Hinge fragment,33109,,,,,via principalis east,male,Ma,,1.5 preserved ,,,,,2.2,,,,,,,,,
